id,name,generation,height,weight,hp,attack,defense,special-attack,special-defense,speed,total,url_sprite,url_shadow_sprite
714,Noibat,generation-vi,5,80,40,30,35,45,40,55,245,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/714.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/714.png?raw=true
715,Noivern,generation-vi,15,850,85,70,80,97,80,123,535,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/715.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/715.png?raw=true
716,Xerneas,generation-vi,30,2150,126,131,95,131,98,99,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/716.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/716.png?raw=true
717,Yveltal,generation-vi,58,2030,126,131,95,131,98,99,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/717.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/717.png?raw=true
718,Zygarde-50,generation-vi,50,3050,108,100,121,81,95,95,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/718.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/718.png?raw=true
719,Diancie,generation-vi,7,88,50,100,150,100,150,50,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/719.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/719.png?raw=true
720,Hoopa,generation-vi,5,90,80,110,60,150,130,70,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/720.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/720.png?raw=true
721,Volcanion,generation-vi,17,1950,80,110,120,130,90,70,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VI/721.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VI/721.png?raw=true
722,Rowlet,generation-vii,3,15,68,55,55,50,50,42,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/722.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/722.png?raw=true
723,Dartrix,generation-vii,7,160,78,75,75,70,70,52,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/723.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/723.png?raw=true
724,Decidueye,generation-vii,16,366,78,107,75,100,100,70,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/724.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/724.png?raw=true
725,Litten,generation-vii,4,43,45,65,40,60,40,70,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/725.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/725.png?raw=true
726,Torracat,generation-vii,7,250,65,85,50,80,50,90,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/726.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/726.png?raw=true
727,Incineroar,generation-vii,18,830,95,115,90,80,90,60,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/727.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/727.png?raw=true
728,Popplio,generation-vii,4,75,50,54,54,66,56,40,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/728.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/728.png?raw=true
729,Brionne,generation-vii,6,175,60,69,69,91,81,50,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/729.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/729.png?raw=true
730,Primarina,generation-vii,18,440,80,74,74,126,116,60,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/730.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/730.png?raw=true
731,Pikipek,generation-vii,3,12,35,75,30,30,30,65,265,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/731.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/731.png?raw=true
732,Trumbeak,generation-vii,6,148,55,85,50,40,50,75,355,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/732.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/732.png?raw=true
733,Toucannon,generation-vii,11,260,80,120,75,75,75,60,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/733.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/733.png?raw=true
734,Yungoos,generation-vii,4,60,48,70,30,30,30,45,253,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/734.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/734.png?raw=true
735,Gumshoos,generation-vii,7,142,88,110,60,55,60,45,418,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/735.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/735.png?raw=true
736,Grubbin,generation-vii,4,44,47,62,45,55,45,46,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/736.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/736.png?raw=true
737,Charjabug,generation-vii,5,105,57,82,95,55,75,36,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/737.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/737.png?raw=true
738,Vikavolt,generation-vii,15,450,77,70,90,145,75,43,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/738.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/738.png?raw=true
739,Crabrawler,generation-vii,6,70,47,82,57,42,47,63,338,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/739.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/739.png?raw=true
740,Crabominable,generation-vii,17,1800,97,132,77,62,67,43,478,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/740.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/740.png?raw=true
741,Oricorio-Baile,generation-vii,6,34,75,70,70,98,70,93,476,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/741.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/741.png?raw=true
742,Cutiefly,generation-vii,1,2,40,45,40,55,40,84,304,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/742.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/742.png?raw=true
743,Ribombee,generation-vii,2,5,60,55,60,95,70,124,464,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/743.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/743.png?raw=true
744,Rockruff,generation-vii,5,92,45,65,40,30,40,60,280,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/744.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/744.png?raw=true
745,Lycanroc-Midday,generation-vii,8,250,75,115,65,55,65,112,487,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/745.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/745.png?raw=true
746,Wishiwashi-Solo,generation-vii,2,3,45,20,20,25,25,40,175,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/746.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/746.png?raw=true
747,Mareanie,generation-vii,4,80,50,53,62,43,52,45,305,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/747.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/747.png?raw=true
748,Toxapex,generation-vii,7,145,50,63,152,53,142,35,495,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/748.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/748.png?raw=true
749,Mudbray,generation-vii,10,1100,70,100,70,45,55,45,385,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/749.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/749.png?raw=true
750,Mudsdale,generation-vii,25,9200,100,125,100,55,85,35,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/750.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/750.png?raw=true
751,Dewpider,generation-vii,3,40,38,40,52,40,72,27,269,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/751.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/751.png?raw=true
752,Araquanid,generation-vii,18,820,68,70,92,50,132,42,454,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/752.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/752.png?raw=true
753,Fomantis,generation-vii,3,15,40,55,35,50,35,35,250,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/753.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/753.png?raw=true
754,Lurantis,generation-vii,9,185,70,105,90,80,90,45,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/754.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/754.png?raw=true
755,Morelull,generation-vii,2,15,40,35,55,65,75,15,285,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/755.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/755.png?raw=true
756,Shiinotic,generation-vii,10,115,60,45,80,90,100,30,405,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/756.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/756.png?raw=true
757,Salandit,generation-vii,6,48,48,44,40,71,40,77,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/757.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/757.png?raw=true
758,Salazzle,generation-vii,12,222,68,64,60,111,60,117,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/758.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/758.png?raw=true
759,Stufful,generation-vii,5,68,70,75,50,45,50,50,340,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/759.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/759.png?raw=true
760,Bewear,generation-vii,21,1350,120,125,80,55,60,60,500,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/760.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/760.png?raw=true
761,Bounsweet,generation-vii,3,32,42,30,38,30,38,32,210,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/761.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/761.png?raw=true
762,Steenee,generation-vii,7,82,52,40,48,40,48,62,290,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/762.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/762.png?raw=true
763,Tsareena,generation-vii,12,214,72,120,98,50,98,72,510,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/763.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/763.png?raw=true
764,Comfey,generation-vii,1,3,51,52,90,82,110,100,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/764.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/764.png?raw=true
765,Oranguru,generation-vii,15,760,90,60,80,90,110,60,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/765.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/765.png?raw=true
766,Passimian,generation-vii,20,828,100,120,90,40,60,80,490,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/766.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/766.png?raw=true
767,Wimpod,generation-vii,5,120,25,35,40,20,30,80,230,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/767.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/767.png?raw=true
768,Golisopod,generation-vii,20,1080,75,125,140,60,90,40,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/768.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/768.png?raw=true
769,Sandygast,generation-vii,5,700,55,55,80,70,45,15,320,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/769.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/769.png?raw=true
770,Palossand,generation-vii,13,2500,85,75,110,100,75,35,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/770.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/770.png?raw=true
771,Pyukumuku,generation-vii,3,12,55,60,130,30,130,5,410,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/771.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/771.png?raw=true
772,Type-Null,generation-vii,19,1205,95,95,95,95,95,59,534,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/772.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/772.png?raw=true
773,Silvally,generation-vii,23,1005,95,95,95,95,95,95,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/773.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/773.png?raw=true
774,Minior-Red-Meteor,generation-vii,3,400,60,60,100,60,100,60,440,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/774.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/774.png?raw=true
775,Komala,generation-vii,4,199,65,115,65,75,95,65,480,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/775.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/775.png?raw=true
776,Turtonator,generation-vii,20,2120,60,78,135,91,85,36,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/776.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/776.png?raw=true
777,Togedemaru,generation-vii,3,33,65,98,63,40,73,96,435,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/777.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/777.png?raw=true
778,Mimikyu-Disguised,generation-vii,2,7,55,90,80,50,105,96,476,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/778.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/778.png?raw=true
779,Bruxish,generation-vii,9,190,68,105,70,70,70,92,475,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/779.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/779.png?raw=true
780,Drampa,generation-vii,30,1850,78,60,85,135,91,36,485,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/780.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/780.png?raw=true
781,Dhelmise,generation-vii,39,2100,70,131,100,86,90,40,517,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/781.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/781.png?raw=true
782,Jangmo-O,generation-vii,6,297,45,55,65,45,45,45,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/782.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/782.png?raw=true
783,Hakamo-O,generation-vii,12,470,55,75,90,65,70,65,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/783.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/783.png?raw=true
784,Kommo-O,generation-vii,16,782,75,110,125,100,105,85,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/784.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/784.png?raw=true
785,Tapu-Koko,generation-vii,18,205,70,115,85,95,75,130,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/785.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/785.png?raw=true
786,Tapu-Lele,generation-vii,12,186,70,85,75,130,115,95,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/786.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/786.png?raw=true
787,Tapu-Bulu,generation-vii,19,455,70,130,115,85,95,75,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/787.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/787.png?raw=true
788,Tapu-Fini,generation-vii,13,212,70,75,115,95,130,85,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/788.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/788.png?raw=true
789,Cosmog,generation-vii,2,1,43,29,31,29,31,37,200,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/789.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/789.png?raw=true
790,Cosmoem,generation-vii,1,9999,43,29,131,29,131,37,400,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/790.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/790.png?raw=true
791,Solgaleo,generation-vii,34,2300,137,137,107,113,89,97,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/791.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/791.png?raw=true
792,Lunala,generation-vii,40,1200,137,113,89,137,107,97,680,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/792.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/792.png?raw=true
793,Nihilego,generation-vii,12,555,109,53,47,127,131,103,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/793.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/793.png?raw=true
794,Buzzwole,generation-vii,24,3336,107,139,139,53,53,79,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/794.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/794.png?raw=true
795,Pheromosa,generation-vii,18,250,71,137,37,137,37,151,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/795.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/795.png?raw=true
796,Xurkitree,generation-vii,38,1000,83,89,71,173,71,83,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/796.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/796.png?raw=true
797,Celesteela,generation-vii,92,9999,97,101,103,107,101,61,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/797.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/797.png?raw=true
798,Kartana,generation-vii,3,1,59,181,131,59,31,109,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/798.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/798.png?raw=true
799,Guzzlord,generation-vii,55,8880,223,101,53,97,53,43,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/799.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/799.png?raw=true
800,Necrozma,generation-vii,24,2300,97,107,101,127,89,79,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/800.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/800.png?raw=true
801,Magearna,generation-vii,10,805,80,95,115,130,115,65,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/801.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/801.png?raw=true
802,Marshadow,generation-vii,7,222,90,125,80,90,90,125,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/802.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/802.png?raw=true
803,Poipole,generation-vii,6,18,67,73,67,73,67,73,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/803.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/803.png?raw=true
804,Naganadel,generation-vii,36,1500,73,73,73,127,73,121,540,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/804.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/804.png?raw=true
805,Stakataka,generation-vii,55,8200,61,131,211,53,101,13,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/805.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/805.png?raw=true
806,Blacephalon,generation-vii,18,130,53,127,53,151,79,107,570,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/806.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/806.png?raw=true
807,Zeraora,generation-vii,15,445,88,112,75,102,80,143,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/807.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/807.png?raw=true
808,Meltan,generation-vii,2,80,46,65,65,55,35,34,300,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/808.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/808.png?raw=true
809,Melmetal,generation-vii,25,8000,135,143,143,80,65,34,600,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VII/809.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VII/809.png?raw=true
810,Grookey,generation-viii,3,50,50,65,50,40,40,65,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/810.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/810.png?raw=true
811,Thwackey,generation-viii,7,140,70,85,70,55,60,80,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/811.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/811.png?raw=true
812,Rillaboom,generation-viii,21,900,100,125,90,60,70,85,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/812.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/812.png?raw=true
813,Scorbunny,generation-viii,3,45,50,71,40,40,40,69,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/813.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/813.png?raw=true
814,Raboot,generation-viii,6,90,65,86,60,55,60,94,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/814.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/814.png?raw=true
815,Cinderace,generation-viii,14,330,80,116,75,65,75,119,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/815.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/815.png?raw=true
816,Sobble,generation-viii,3,40,50,40,40,70,40,70,310,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/816.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/816.png?raw=true
817,Drizzile,generation-viii,7,115,65,60,55,95,55,90,420,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/817.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/817.png?raw=true
818,Inteleon,generation-viii,19,452,70,85,65,125,65,120,530,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/818.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/818.png?raw=true
819,Skwovet,generation-viii,3,25,70,55,55,35,35,25,275,https://github.com/mhirokitomida/poke_game/blob/main/data/images/sprites/gen_VIII/819.png?raw=true,https://github.com/mhirokitomida/poke_game/blob/main/data/images/shadow_sprites/gen_VIII/819.png?raw=true
